archetype,vintage,city,eui
apartment_highrise,pre1990,busan,86.42
apartment_highrise,pre1990,busan,140.51
apartment_highrise,pre1990,busan,154.24
apartment_highrise,pre1990,busan,84.94
apartment_highrise,pre1990,busan,100.91
apartment_highrise,pre1990,busan,112.53
apartment_highrise,pre1990,busan,80.92
apartment_highrise,pre1990,busan,97.52
apartment_highrise,pre1990,busan,113.11
apartment_highrise,pre1990,busan,127.77
apartment_highrise,pre1990,busan,107.82
apartment_highrise,pre1990,busan,87.5
apartment_highrise,pre1990,busan,159.54
apartment_highrise,pre1990,busan,61.96
apartment_highrise,pre1990,busan,63.14
apartment_highrise,pre1990,busan,98.83
apartment_highrise,pre1990,busan,61.3
apartment_highrise,pre1990,busan,91.57
apartment_highrise,pre1990,busan,68.4
apartment_highrise,pre1990,busan,91.27
apartment_highrise,pre1990,busan,151.09
apartment_highrise,pre1990,busan,141.92
apartment_highrise,pre1990,busan,79.32
apartment_highrise,pre1990,busan,82.11
apartment_highrise,pre1990,busan,143.08
apartment_highrise,pre1990,busan,88.24
apartment_highrise,pre1990,busan,118.54
apartment_highrise,pre1990,busan,60.67
apartment_highrise,pre1990,busan,140.32
apartment_highrise,pre1990,busan,152.07
apartment_highrise,pre1990,daegu,84.02
apartment_highrise,pre1990,daegu,137.24
apartment_highrise,pre1990,daegu,150.79
apartment_highrise,pre1990,daegu,82.58
apartment_highrise,pre1990,daegu,98.16
apartment_highrise,pre1990,daegu,109.61
apartment_highrise,pre1990,daegu,79.28
apartment_highrise,pre1990,daegu,94.92
apartment_highrise,pre1990,daegu,110.13
apartment_highrise,pre1990,daegu,124.46
apartment_highrise,pre1990,daegu,104.93
apartment_highrise,pre1990,daegu,85.05
apartment_highrise,pre1990,daegu,156.09
apartment_highrise,pre1990,daegu,60.97
apartment_highrise,pre1990,daegu,61.85
apartment_highrise,pre1990,daegu,96.08
apartment_highrise,pre1990,daegu,60.3
apartment_highrise,pre1990,daegu,89.05
apartment_highrise,pre1990,daegu,67.05
apartment_highrise,pre1990,daegu,88.7
apartment_highrise,pre1990,daegu,147.67
apartment_highrise,pre1990,daegu,138.63
apartment_highrise,pre1990,daegu,77.24
apartment_highrise,pre1990,daegu,79.98
apartment_highrise,pre1990,daegu,139.71
apartment_highrise,pre1990,daegu,85.79
apartment_highrise,pre1990,daegu,115.46
apartment_highrise,pre1990,daegu,59.66
apartment_highrise,pre1990,daegu,136.93
apartment_highrise,pre1990,daegu,148.64
apartment_highrise,pre1990,gangneung,87.3
apartment_highrise,pre1990,gangneung,138.17
apartment_highrise,pre1990,gangneung,151.03
apartment_highrise,pre1990,gangneung,85.97
apartment_highrise,pre1990,gangneung,100.76
apartment_highrise,pre1990,gangneung,111.98
apartment_highrise,pre1990,gangneung,83.06
apartment_highrise,pre1990,gangneung,97.84
apartment_highrise,pre1990,gangneung,112.13
apartment_highrise,pre1990,gangneung,125.52
apartment_highrise,pre1990,gangneung,107.57
apartment_highrise,pre1990,gangneung,88.35
apartment_highrise,pre1990,gangneung,156.24
apartment_highrise,pre1990,gangneung,65.88
apartment_highrise,pre1990,gangneung,66.54
apartment_highrise,pre1990,gangneung,98.73
apartment_highrise,pre1990,gangneung,65.2
apartment_highrise,pre1990,gangneung,92.15
apartment_highrise,pre1990,gangneung,71.64
apartment_highrise,pre1990,gangneung,91.71
apartment_highrise,pre1990,gangneung,148.05
apartment_highrise,pre1990,gangneung,139.61
apartment_highrise,pre1990,gangneung,80.98
apartment_highrise,pre1990,gangneung,83.72
apartment_highrise,pre1990,gangneung,140.41
apartment_highrise,pre1990,gangneung,89.12
apartment_highrise,pre1990,gangneung,117.13
apartment_highrise,pre1990,gangneung,64.54
apartment_highrise,pre1990,gangneung,137.81
apartment_highrise,pre1990,gangneung,148.98
apartment_highrise,pre1990,jeju,84.9
apartment_highrise,pre1990,jeju,137.81
apartment_highrise,pre1990,jeju,151.21
apartment_highrise,pre1990,jeju,83.46
apartment_highrise,pre1990,jeju,98.89
apartment_highrise,pre1990,jeju,110.36
apartment_highrise,pre1990,jeju,80.24
apartment_highrise,pre1990,jeju,95.77
apartment_highrise,pre1990,jeju,110.8
apartment_highrise,pre1990,jeju,124.95
apartment_highrise,pre1990,jeju,105.58
apartment_highrise,pre1990,jeju,85.9
apartment_highrise,pre1990,jeju,156.5
apartment_highrise,pre1990,jeju,61.76
apartment_highrise,pre1990,jeju,62.75
apartment_highrise,pre1990,jeju,96.88
apartment_highrise,pre1990,jeju,61.17
apartment_highrise,pre1990,jeju,89.92
apartment_highrise,pre1990,jeju,67.72
apartment_highrise,pre1990,jeju,89.55
apartment_highrise,pre1990,jeju,148.1
apartment_highrise,pre1990,jeju,139.15
apartment_highrise,pre1990,jeju,78.12
apartment_highrise,pre1990,jeju,80.87
apartment_highrise,pre1990,jeju,140.22
apartment_highrise,pre1990,jeju,86.63
apartment_highrise,pre1990,jeju,116.14
apartment_highrise,pre1990,jeju,60.51
apartment_highrise,pre1990,jeju,137.45
apartment_highrise,pre1990,jeju,149.07
apartment_highrise,pre1990,seoul,84.14
apartment_highrise,pre1990,seoul,135.93
apartment_highrise,pre1990,seoul,149.32
apartment_highrise,pre1990,seoul,82.79
apartment_highrise,pre1990,seoul,97.76
apartment_highrise,pre1990,seoul,108.97
apartment_highrise,pre1990,seoul,79.89
apartment_highrise,pre1990,seoul,94.73
apartment_highrise,pre1990,seoul,109.28
apartment_highrise,pre1990,seoul,123.25
apartment_highrise,pre1990,seoul,104.59
apartment_highrise,pre1990,seoul,85.22
apartment_highrise,pre1990,seoul,154.58
apartment_highrise,pre1990,seoul,63.09
apartment_highrise,pre1990,seoul,63.64
apartment_highrise,pre1990,seoul,95.65
apartment_highrise,pre1990,seoul,62.38
apartment_highrise,pre1990,seoul,89.01
apartment_highrise,pre1990,seoul,68.86
apartment_highrise,pre1990,seoul,88.58
apartment_highrise,pre1990,seoul,146.22
apartment_highrise,pre1990,seoul,137.35
apartment_highrise,pre1990,seoul,77.82
apartment_highrise,pre1990,seoul,80.56
apartment_highrise,pre1990,seoul,138.33
apartment_highrise,pre1990,seoul,85.95
apartment_highrise,pre1990,seoul,114.43
apartment_highrise,pre1990,seoul,61.71
apartment_highrise,pre1990,seoul,135.63
apartment_highrise,pre1990,seoul,147.17
apartment_highrise,1991_2000,busan,85.56
apartment_highrise,1991_2000,busan,140.5
apartment_highrise,1991_2000,busan,154.31
apartment_highrise,1991_2000,busan,84.02
apartment_highrise,1991_2000,busan,100.36
apartment_highrise,1991_2000,busan,112.14
apartment_highrise,1991_2000,busan,79.59
apartment_highrise,1991_2000,busan,96.86
apartment_highrise,1991_2000,busan,112.81
apartment_highrise,1991_2000,busan,127.72
apartment_highrise,1991_2000,busan,107.29
apartment_highrise,1991_2000,busan,86.64
apartment_highrise,1991_2000,busan,159.62
apartment_highrise,1991_2000,busan,59.82
apartment_highrise,1991_2000,busan,61.23
apartment_highrise,1991_2000,busan,98.27
apartment_highrise,1991_2000,busan,59.19
apartment_highrise,1991_2000,busan,90.82
apartment_highrise,1991_2000,busan,66.58
apartment_highrise,1991_2000,busan,90.55
apartment_highrise,1991_2000,busan,151.13
apartment_highrise,1991_2000,busan,141.88
apartment_highrise,1991_2000,busan,78.17
apartment_highrise,1991_2000,busan,80.98
apartment_highrise,1991_2000,busan,143.11
apartment_highrise,1991_2000,busan,87.39
apartment_highrise,1991_2000,busan,118.39
apartment_highrise,1991_2000,busan,58.57
apartment_highrise,1991_2000,busan,140.33
apartment_highrise,1991_2000,busan,152.14
apartment_highrise,1991_2000,daegu,82.95
apartment_highrise,1991_2000,daegu,137.51
apartment_highrise,1991_2000,daegu,151.31
apartment_highrise,1991_2000,daegu,81.43
apartment_highrise,1991_2000,daegu,97.6
apartment_highrise,1991_2000,daegu,109.26
apartment_highrise,1991_2000,daegu,77.46
apartment_highrise,1991_2000,daegu,94.15
apartment_highrise,1991_2000,daegu,109.92
apartment_highrise,1991_2000,daegu,124.75
apartment_highrise,1991_2000,daegu,104.44
apartment_highrise,1991_2000,daegu,84.0
apartment_highrise,1991_2000,daegu,156.62
apartment_highrise,1991_2000,daegu,58.18
apartment_highrise,1991_2000,daegu,59.38
apartment_highrise,1991_2000,daegu,95.49
apartment_highrise,1991_2000,daegu,57.56
apartment_highrise,1991_2000,daegu,88.14
apartment_highrise,1991_2000,daegu,64.6
apartment_highrise,1991_2000,daegu,87.86
apartment_highrise,1991_2000,daegu,148.13
apartment_highrise,1991_2000,daegu,138.9
apartment_highrise,1991_2000,daegu,75.74
apartment_highrise,1991_2000,daegu,78.52
apartment_highrise,1991_2000,daegu,140.1
apartment_highrise,1991_2000,daegu,84.75
apartment_highrise,1991_2000,daegu,115.46
apartment_highrise,1991_2000,daegu,56.91
apartment_highrise,1991_2000,daegu,137.3
apartment_highrise,1991_2000,daegu,149.13
apartment_highrise,1991_2000,gangneung,83.79
apartment_highrise,1991_2000,gangneung,136.62
apartment_highrise,1991_2000,gangneung,150.16
apartment_highrise,1991_2000,gangneung,82.38
apartment_highrise,1991_2000,gangneung,97.82
apartment_highrise,1991_2000,gangneung,109.28
apartment_highrise,1991_2000,gangneung,78.99
apartment_highrise,1991_2000,gangneung,94.64
apartment_highrise,1991_2000,gangneung,109.7
apartment_highrise,1991_2000,gangneung,123.94
apartment_highrise,1991_2000,gangneung,104.68
apartment_highrise,1991_2000,gangneung,84.86
apartment_highrise,1991_2000,gangneung,155.43
apartment_highrise,1991_2000,gangneung,60.97
apartment_highrise,1991_2000,gangneung,61.84
apartment_highrise,1991_2000,gangneung,95.74
apartment_highrise,1991_2000,gangneung,60.32
apartment_highrise,1991_2000,gangneung,88.8
apartment_highrise,1991_2000,gangneung,66.93
apartment_highrise,1991_2000,gangneung,88.43
apartment_highrise,1991_2000,gangneung,147.03
apartment_highrise,1991_2000,gangneung,138.05
apartment_highrise,1991_2000,gangneung,77.08
apartment_highrise,1991_2000,gangneung,79.83
apartment_highrise,1991_2000,gangneung,139.11
apartment_highrise,1991_2000,gangneung,85.62
apartment_highrise,1991_2000,gangneung,115.0
apartment_highrise,1991_2000,gangneung,59.66
apartment_highrise,1991_2000,gangneung,136.4
apartment_highrise,1991_2000,gangneung,148.02
apartment_highrise,1991_2000,jeju,83.76
apartment_highrise,1991_2000,jeju,138.26
apartment_highrise,1991_2000,jeju,152.04
apartment_highrise,1991_2000,jeju,82.24
apartment_highrise,1991_2000,jeju,98.35
apartment_highrise,1991_2000,jeju,110.06
apartment_highrise,1991_2000,jeju,78.32
apartment_highrise,1991_2000,jeju,94.95
apartment_highrise,1991_2000,jeju,110.67
apartment_highrise,1991_2000,jeju,125.44
apartment_highrise,1991_2000,jeju,105.18
apartment_highrise,1991_2000,jeju,84.8
apartment_highrise,1991_2000,jeju,157.35
apartment_highrise,1991_2000,jeju,58.9
apartment_highrise,1991_2000,jeju,60.15
apartment_highrise,1991_2000,jeju,96.27
apartment_highrise,1991_2000,jeju,58.31
apartment_highrise,1991_2000,jeju,88.95
apartment_highrise,1991_2000,jeju,65.29
apartment_highrise,1991_2000,jeju,88.65
apartment_highrise,1991_2000,jeju,148.87
apartment_highrise,1991_2000,jeju,139.64
apartment_highrise,1991_2000,jeju,76.54
apartment_highrise,1991_2000,jeju,79.33
apartment_highrise,1991_2000,jeju,140.85
apartment_highrise,1991_2000,jeju,85.55
apartment_highrise,1991_2000,jeju,116.18
apartment_highrise,1991_2000,jeju,57.67
apartment_highrise,1991_2000,jeju,138.05
apartment_highrise,1991_2000,jeju,149.87
apartment_highrise,1991_2000,seoul,82.24
apartment_highrise,1991_2000,seoul,136.29
apartment_highrise,1991_2000,seoul,150.08
apartment_highrise,1991_2000,seoul,80.77
apartment_highrise,1991_2000,seoul,96.63
apartment_highrise,1991_2000,seoul,108.23
apartment_highrise,1991_2000,seoul,77.06
apartment_highrise,1991_2000,seoul,93.26
apartment_highrise,1991_2000,seoul,108.82
apartment_highrise,1991_2000,seoul,123.56
apartment_highrise,1991_2000,seoul,103.52
apartment_highrise,1991_2000,seoul,83.31
apartment_highrise,1991_2000,seoul,155.37
apartment_highrise,1991_2000,seoul,58.99
apartment_highrise,1991_2000,seoul,59.83
apartment_highrise,1991_2000,seoul,94.54
apartment_highrise,1991_2000,seoul,58.3
apartment_highrise,1991_2000,seoul,87.33
apartment_highrise,1991_2000,seoul,65.07
apartment_highrise,1991_2000,seoul,87.02
apartment_highrise,1991_2000,seoul,146.9
apartment_highrise,1991_2000,seoul,137.7
apartment_highrise,1991_2000,seoul,75.3
apartment_highrise,1991_2000,seoul,78.08
apartment_highrise,1991_2000,seoul,138.87
apartment_highrise,1991_2000,seoul,84.04
apartment_highrise,1991_2000,seoul,114.27
apartment_highrise,1991_2000,seoul,57.66
apartment_highrise,1991_2000,seoul,136.07
apartment_highrise,1991_2000,seoul,147.89
apartment_highrise,2001_2010,busan,85.57
apartment_highrise,2001_2010,busan,140.8
apartment_highrise,2001_2010,busan,154.58
apartment_highrise,2001_2010,busan,84.01
apartment_highrise,2001_2010,busan,100.49
apartment_highrise,2001_2010,busan,112.37
apartment_highrise,2001_2010,busan,79.4
apartment_highrise,2001_2010,busan,97.0
apartment_highrise,2001_2010,busan,113.03
apartment_highrise,2001_2010,busan,127.97
apartment_highrise,2001_2010,busan,107.44
apartment_highrise,2001_2010,busan,86.65
apartment_highrise,2001_2010,busan,159.9
apartment_highrise,2001_2010,busan,59.11
apartment_highrise,2001_2010,busan,60.67
apartment_highrise,2001_2010,busan,98.41
apartment_highrise,2001_2010,busan,58.48
apartment_highrise,2001_2010,busan,90.9
apartment_highrise,2001_2010,busan,66.1
apartment_highrise,2001_2010,busan,90.62
apartment_highrise,2001_2010,busan,151.41
apartment_highrise,2001_2010,busan,142.16
apartment_highrise,2001_2010,busan,78.06
apartment_highrise,2001_2010,busan,80.89
apartment_highrise,2001_2010,busan,143.41
apartment_highrise,2001_2010,busan,87.43
apartment_highrise,2001_2010,busan,118.69
apartment_highrise,2001_2010,busan,57.85
apartment_highrise,2001_2010,busan,140.64
apartment_highrise,2001_2010,busan,152.43
apartment_highrise,2001_2010,daegu,83.06
apartment_highrise,2001_2010,daegu,138.16
apartment_highrise,2001_2010,daegu,151.97
apartment_highrise,2001_2010,daegu,81.51
apartment_highrise,2001_2010,daegu,97.93
apartment_highrise,2001_2010,daegu,109.73
apartment_highrise,2001_2010,daegu,77.09
apartment_highrise,2001_2010,daegu,94.44
apartment_highrise,2001_2010,daegu,110.42
apartment_highrise,2001_2010,daegu,125.37
apartment_highrise,2001_2010,daegu,104.84
apartment_highrise,2001_2010,daegu,84.12
apartment_highrise,2001_2010,daegu,157.29
apartment_highrise,2001_2010,daegu,57.1
apartment_highrise,2001_2010,daegu,58.54
apartment_highrise,2001_2010,daegu,95.84
apartment_highrise,2001_2010,daegu,56.49
apartment_highrise,2001_2010,daegu,88.36
apartment_highrise,2001_2010,daegu,63.85
apartment_highrise,2001_2010,daegu,88.08
apartment_highrise,2001_2010,daegu,148.79
apartment_highrise,2001_2010,daegu,139.54
apartment_highrise,2001_2010,daegu,75.62
apartment_highrise,2001_2010,daegu,78.43
apartment_highrise,2001_2010,daegu,140.77
apartment_highrise,2001_2010,daegu,84.88
apartment_highrise,2001_2010,daegu,116.07
apartment_highrise,2001_2010,daegu,55.84
apartment_highrise,2001_2010,daegu,137.98
apartment_highrise,2001_2010,daegu,149.81
apartment_highrise,2001_2010,gangneung,82.79
apartment_highrise,2001_2010,gangneung,137.03
apartment_highrise,2001_2010,gangneung,150.81
apartment_highrise,2001_2010,gangneung,81.31
apartment_highrise,2001_2010,gangneung,97.29
apartment_highrise,2001_2010,gangneung,108.97
apartment_highrise,2001_2010,gangneung,77.4
apartment_highrise,2001_2010,gangneung,93.93
apartment_highrise,2001_2010,gangneung,109.56
apartment_highrise,2001_2010,gangneung,124.32
apartment_highrise,2001_2010,gangneung,104.22
apartment_highrise,2001_2010,gangneung,83.87
apartment_highrise,2001_2010,gangneung,156.09
apartment_highrise,2001_2010,gangneung,58.55
apartment_highrise,2001_2010,gangneung,59.65
apartment_highrise,2001_2010,gangneung,95.21
apartment_highrise,2001_2010,gangneung,57.89
apartment_highrise,2001_2010,gangneung,87.95
apartment_highrise,2001_2010,gangneung,64.83
apartment_highrise,2001_2010,gangneung,87.64
apartment_highrise,2001_2010,gangneung,147.62
apartment_highrise,2001_2010,gangneung,138.43
apartment_highrise,2001_2010,gangneung,75.71
apartment_highrise,2001_2010,gangneung,78.5
apartment_highrise,2001_2010,gangneung,139.62
apartment_highrise,2001_2010,gangneung,84.64
apartment_highrise,2001_2010,gangneung,115.08
apartment_highrise,2001_2010,gangneung,57.25
apartment_highrise,2001_2010,gangneung,136.85
apartment_highrise,2001_2010,gangneung,148.62
apartment_highrise,2001_2010,jeju,83.96
apartment_highrise,2001_2010,jeju,139.16
apartment_highrise,2001_2010,jeju,152.94
apartment_highrise,2001_2010,jeju,82.4
apartment_highrise,2001_2010,jeju,98.87
apartment_highrise,2001_2010,jeju,110.74
apartment_highrise,2001_2010,jeju,77.99
apartment_highrise,2001_2010,jeju,95.35
apartment_highrise,2001_2010,jeju,111.41
apartment_highrise,2001_2010,jeju,126.32
apartment_highrise,2001_2010,jeju,105.79
apartment_highrise,2001_2010,jeju,85.05
apartment_highrise,2001_2010,jeju,158.27
apartment_highrise,2001_2010,jeju,57.88
apartment_highrise,2001_2010,jeju,59.35
apartment_highrise,2001_2010,jeju,96.78
apartment_highrise,2001_2010,jeju,57.26
apartment_highrise,2001_2010,jeju,89.28
apartment_highrise,2001_2010,jeju,64.68
apartment_highrise,2001_2010,jeju,88.99
apartment_highrise,2001_2010,jeju,149.78
apartment_highrise,2001_2010,jeju,140.53
apartment_highrise,2001_2010,jeju,76.51
apartment_highrise,2001_2010,jeju,79.34
apartment_highrise,2001_2010,jeju,141.78
apartment_highrise,2001_2010,jeju,85.81
apartment_highrise,2001_2010,jeju,117.01
apartment_highrise,2001_2010,jeju,56.63
apartment_highrise,2001_2010,jeju,138.98
apartment_highrise,2001_2010,jeju,150.8
apartment_highrise,2001_2010,seoul,82.3
apartment_highrise,2001_2010,seoul,137.25
apartment_highrise,2001_2010,seoul,151.1
apartment_highrise,2001_2010,seoul,80.77
apartment_highrise,2001_2010,seoul,97.09
apartment_highrise,2001_2010,seoul,108.86
apartment_highrise,2001_2010,seoul,76.46
apartment_highrise,2001_2010,seoul,93.58
apartment_highrise,2001_2010,seoul,109.54
apartment_highrise,2001_2010,seoul,124.48
apartment_highrise,2001_2010,seoul,104.0
apartment_highrise,2001_2010,seoul,83.37
apartment_highrise,2001_2010,seoul,156.41
apartment_highrise,2001_2010,seoul,57.21
apartment_highrise,2001_2010,seoul,58.41
apartment_highrise,2001_2010,seoul,94.99
apartment_highrise,2001_2010,seoul,56.55
apartment_highrise,2001_2010,seoul,87.54
apartment_highrise,2001_2010,seoul,63.69
apartment_highrise,2001_2010,seoul,87.27
apartment_highrise,2001_2010,seoul,147.91
apartment_highrise,2001_2010,seoul,138.65
apartment_highrise,2001_2010,seoul,74.96
apartment_highrise,2001_2010,seoul,77.77
apartment_highrise,2001_2010,seoul,139.87
apartment_highrise,2001_2010,seoul,84.12
apartment_highrise,2001_2010,seoul,115.12
apartment_highrise,2001_2010,seoul,55.92
apartment_highrise,2001_2010,seoul,137.06
apartment_highrise,2001_2010,seoul,148.91
apartment_highrise,2011_2017,busan,85.54
apartment_highrise,2011_2017,busan,140.85
apartment_highrise,2011_2017,busan,154.54
apartment_highrise,2011_2017,busan,83.98
apartment_highrise,2011_2017,busan,100.49
apartment_highrise,2011_2017,busan,112.47
apartment_highrise,2011_2017,busan,79.33
apartment_highrise,2011_2017,busan,97.05
apartment_highrise,2011_2017,busan,113.09
apartment_highrise,2011_2017,busan,127.96
apartment_highrise,2011_2017,busan,107.47
apartment_highrise,2011_2017,busan,86.64
apartment_highrise,2011_2017,busan,159.88
apartment_highrise,2011_2017,busan,58.79
apartment_highrise,2011_2017,busan,60.41
apartment_highrise,2011_2017,busan,98.43
apartment_highrise,2011_2017,busan,58.14
apartment_highrise,2011_2017,busan,90.91
apartment_highrise,2011_2017,busan,65.88
apartment_highrise,2011_2017,busan,90.6
apartment_highrise,2011_2017,busan,151.39
apartment_highrise,2011_2017,busan,142.19
apartment_highrise,2011_2017,busan,78.01
apartment_highrise,2011_2017,busan,80.85
apartment_highrise,2011_2017,busan,143.44
apartment_highrise,2011_2017,busan,87.45
apartment_highrise,2011_2017,busan,118.8
apartment_highrise,2011_2017,busan,57.51
apartment_highrise,2011_2017,busan,140.7
apartment_highrise,2011_2017,busan,152.43
apartment_highrise,2011_2017,daegu,83.34
apartment_highrise,2011_2017,daegu,138.61
apartment_highrise,2011_2017,daegu,152.34
apartment_highrise,2011_2017,daegu,81.77
apartment_highrise,2011_2017,daegu,98.28
apartment_highrise,2011_2017,daegu,110.19
apartment_highrise,2011_2017,daegu,77.14
apartment_highrise,2011_2017,daegu,94.82
apartment_highrise,2011_2017,daegu,110.85
apartment_highrise,2011_2017,daegu,125.77
apartment_highrise,2011_2017,daegu,105.24
apartment_highrise,2011_2017,daegu,84.42
apartment_highrise,2011_2017,daegu,157.67
apartment_highrise,2011_2017,daegu,56.71
apartment_highrise,2011_2017,daegu,58.31
apartment_highrise,2011_2017,daegu,96.2
apartment_highrise,2011_2017,daegu,56.09
apartment_highrise,2011_2017,daegu,88.69
apartment_highrise,2011_2017,daegu,63.72
apartment_highrise,2011_2017,daegu,88.4
apartment_highrise,2011_2017,daegu,149.18
apartment_highrise,2011_2017,daegu,139.96
apartment_highrise,2011_2017,daegu,75.81
apartment_highrise,2011_2017,daegu,78.65
apartment_highrise,2011_2017,daegu,141.2
apartment_highrise,2011_2017,daegu,85.21
apartment_highrise,2011_2017,daegu,116.55
apartment_highrise,2011_2017,daegu,55.45
apartment_highrise,2011_2017,daegu,138.44
apartment_highrise,2011_2017,daegu,150.21
apartment_highrise,2011_2017,gangneung,84.03
apartment_highrise,2011_2017,gangneung,139.3
apartment_highrise,2011_2017,gangneung,153.05
apartment_highrise,2011_2017,gangneung,82.48
apartment_highrise,2011_2017,gangneung,98.96
apartment_highrise,2011_2017,gangneung,110.89
apartment_highrise,2011_2017,gangneung,77.91
apartment_highrise,2011_2017,gangneung,95.51
apartment_highrise,2011_2017,gangneung,111.53
apartment_highrise,2011_2017,gangneung,126.47
apartment_highrise,2011_2017,gangneung,105.95
apartment_highrise,2011_2017,gangneung,85.13
apartment_highrise,2011_2017,gangneung,158.37
apartment_highrise,2011_2017,gangneung,57.65
apartment_highrise,2011_2017,gangneung,59.16
apartment_highrise,2011_2017,gangneung,96.88
apartment_highrise,2011_2017,gangneung,57.01
apartment_highrise,2011_2017,gangneung,89.38
apartment_highrise,2011_2017,gangneung,64.6
apartment_highrise,2011_2017,gangneung,89.08
apartment_highrise,2011_2017,gangneung,149.87
apartment_highrise,2011_2017,gangneung,140.65
apartment_highrise,2011_2017,gangneung,76.54
apartment_highrise,2011_2017,gangneung,79.37
apartment_highrise,2011_2017,gangneung,141.9
apartment_highrise,2011_2017,gangneung,85.93
apartment_highrise,2011_2017,gangneung,117.24
apartment_highrise,2011_2017,gangneung,56.37
apartment_highrise,2011_2017,gangneung,139.14
apartment_highrise,2011_2017,gangneung,150.91
apartment_highrise,2011_2017,jeju,83.56
apartment_highrise,2011_2017,jeju,138.83
apartment_highrise,2011_2017,jeju,152.55
apartment_highrise,2011_2017,jeju,82.0
apartment_highrise,2011_2017,jeju,98.51
apartment_highrise,2011_2017,jeju,110.44
apartment_highrise,2011_2017,jeju,77.39
apartment_highrise,2011_2017,jeju,95.0
apartment_highrise,2011_2017,jeju,111.1
apartment_highrise,2011_2017,jeju,125.97
apartment_highrise,2011_2017,jeju,105.47
apartment_highrise,2011_2017,jeju,84.65
apartment_highrise,2011_2017,jeju,157.87
apartment_highrise,2011_2017,jeju,56.99
apartment_highrise,2011_2017,jeju,58.55
apartment_highrise,2011_2017,jeju,96.43
apartment_highrise,2011_2017,jeju,56.33
apartment_highrise,2011_2017,jeju,88.91
apartment_highrise,2011_2017,jeju,63.97
apartment_highrise,2011_2017,jeju,88.62
apartment_highrise,2011_2017,jeju,149.4
apartment_highrise,2011_2017,jeju,140.19
apartment_highrise,2011_2017,jeju,76.03
apartment_highrise,2011_2017,jeju,78.87
apartment_highrise,2011_2017,jeju,141.43
apartment_highrise,2011_2017,jeju,85.45
apartment_highrise,2011_2017,jeju,116.71
apartment_highrise,2011_2017,jeju,55.72
apartment_highrise,2011_2017,jeju,138.66
apartment_highrise,2011_2017,jeju,150.41
apartment_highrise,2011_2017,seoul,84.29
apartment_highrise,2011_2017,seoul,139.69
apartment_highrise,2011_2017,seoul,153.43
apartment_highrise,2011_2017,seoul,82.72
apartment_highrise,2011_2017,seoul,99.26
apartment_highrise,2011_2017,seoul,111.23
apartment_highrise,2011_2017,seoul,78.07
apartment_highrise,2011_2017,seoul,95.79
apartment_highrise,2011_2017,seoul,111.88
apartment_highrise,2011_2017,seoul,126.81
apartment_highrise,2011_2017,seoul,106.25
apartment_highrise,2011_2017,seoul,85.38
apartment_highrise,2011_2017,seoul,158.76
apartment_highrise,2011_2017,seoul,57.54
apartment_highrise,2011_2017,seoul,59.16
apartment_highrise,2011_2017,seoul,97.18
apartment_highrise,2011_2017,seoul,56.9
apartment_highrise,2011_2017,seoul,89.66
apartment_highrise,2011_2017,seoul,64.6
apartment_highrise,2011_2017,seoul,89.36
apartment_highrise,2011_2017,seoul,150.26
apartment_highrise,2011_2017,seoul,141.04
apartment_highrise,2011_2017,seoul,76.74
apartment_highrise,2011_2017,seoul,79.59
apartment_highrise,2011_2017,seoul,142.29
apartment_highrise,2011_2017,seoul,86.18
apartment_highrise,2011_2017,seoul,117.58
apartment_highrise,2011_2017,seoul,56.26
apartment_highrise,2011_2017,seoul,139.52
apartment_highrise,2011_2017,seoul,151.29
apartment_highrise,2018_plus,busan,85.62
apartment_highrise,2018_plus,busan,140.94
apartment_highrise,2018_plus,busan,154.57
apartment_highrise,2018_plus,busan,84.06
apartment_highrise,2018_plus,busan,100.56
apartment_highrise,2018_plus,busan,112.6
apartment_highrise,2018_plus,busan,79.42
apartment_highrise,2018_plus,busan,97.16
apartment_highrise,2018_plus,busan,113.19
apartment_highrise,2018_plus,busan,128.01
apartment_highrise,2018_plus,busan,107.58
apartment_highrise,2018_plus,busan,86.74
apartment_highrise,2018_plus,busan,159.91
apartment_highrise,2018_plus,busan,58.84
apartment_highrise,2018_plus,busan,60.46
apartment_highrise,2018_plus,busan,98.51
apartment_highrise,2018_plus,busan,58.17
apartment_highrise,2018_plus,busan,91.01
apartment_highrise,2018_plus,busan,65.96
apartment_highrise,2018_plus,busan,90.68
apartment_highrise,2018_plus,busan,151.43
apartment_highrise,2018_plus,busan,142.26
apartment_highrise,2018_plus,busan,78.1
apartment_highrise,2018_plus,busan,80.94
apartment_highrise,2018_plus,busan,143.51
apartment_highrise,2018_plus,busan,87.55
apartment_highrise,2018_plus,busan,118.91
apartment_highrise,2018_plus,busan,57.55
apartment_highrise,2018_plus,busan,140.79
apartment_highrise,2018_plus,busan,152.47
apartment_highrise,2018_plus,daegu,83.61
apartment_highrise,2018_plus,daegu,138.91
apartment_highrise,2018_plus,daegu,152.57
apartment_highrise,2018_plus,daegu,82.05
apartment_highrise,2018_plus,daegu,98.56
apartment_highrise,2018_plus,daegu,110.52
apartment_highrise,2018_plus,daegu,77.4
apartment_highrise,2018_plus,daegu,95.13
apartment_highrise,2018_plus,daegu,111.15
apartment_highrise,2018_plus,daegu,126.02
apartment_highrise,2018_plus,daegu,105.55
apartment_highrise,2018_plus,daegu,84.71
apartment_highrise,2018_plus,daegu,157.91
